Do. Jän. 25 15:28:11 2024 1706192891518 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "version " "626"
Do. Jän. 25 15:28:11 2024 1706192891548 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "nordictrack_elliptical_c7_5" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891549 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "nordictrack_fs5i_treadmill" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891549 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "nordictrack_gx_2_7" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891549 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "nordictrack_ifit_adb_remote" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891549 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "nordictrack_incline_trainer_x7i" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891549 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "nordictrack_s30_treadmill" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891549 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "nordictrack_t65s_83_treadmill" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891550 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "nordictrack_t65s_treadmill" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891550 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "nordictrack_t70_treadmill" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891550 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "norditrack_s25i_treadmill" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891550 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "pace_default" QVariant(QString, "Half Marathon")
Do. Jän. 25 15:28:11 2024 1706192891550 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "pacef_10km" QVariant(double, 320)
Do. Jän. 25 15:28:11 2024 1706192891551 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "pacef_1mile" QVariant(double, 250)
Do. Jän. 25 15:28:11 2024 1706192891551 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "pacef_5km" QVariant(double, 300)
Do. Jän. 25 15:28:11 2024 1706192891551 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "pacef_halfmarathon" QVariant(double, 340)
Do. Jän. 25 15:28:11 2024 1706192891551 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "pacef_marathon" QVariant(double, 360)
Do. Jän. 25 15:28:11 2024 1706192891551 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "pafers_treadmill" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891552 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "pafers_treadmill_bh_iboxster_plus" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891552 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "pause_on_start" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891552 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "pause_on_start_treadmill" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891552 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "peloton_bike_ocr" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891552 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "peloton_cadence_metric" QVariant(QString, "Cadence")
Do. Jän. 25 15:28:11 2024 1706192891552 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "peloton_companion_workout_ocr" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891553 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "peloton_date" QVariant(QString, "Before Title")
Do. Jän. 25 15:28:11 2024 1706192891553 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "peloton_description_link" QVariant(bool, true)
Do. Jän. 25 15:28:11 2024 1706192891553 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "peloton_difficulty" QVariant(QString, "lower")
Do. Jän. 25 15:28:11 2024 1706192891553 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "peloton_gain" QVariant(double, 1)
Do. Jän. 25 15:28:11 2024 1706192891553 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "peloton_heartrate_metric" QVariant(QString, "Heart Rate")
Do. Jän. 25 15:28:11 2024 1706192891554 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "peloton_offset" QVariant(double, 0)
Do. Jän. 25 15:28:11 2024 1706192891554 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "peloton_rower_level" QVariant(qlonglong, 1)
Do. Jän. 25 15:28:11 2024 1706192891554 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "peloton_spinups_autoresistance" QVariant(bool, true)
Do. Jän. 25 15:28:11 2024 1706192891554 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "peloton_username" QVariant(QString, "username")
Do. Jän. 25 15:28:11 2024 1706192891554 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "peloton_workout_ocr" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891555 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "poll_device_time" QVariant(qlonglong, 200)
Do. Jän. 25 15:28:11 2024 1706192891555 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "power_avg_5s" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891555 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "power_hr_hr1" QVariant(double, 150)
Do. Jän. 25 15:28:11 2024 1706192891555 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "power_hr_hr2" QVariant(double, 170)
Do. Jän. 25 15:28:11 2024 1706192891555 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "power_hr_pwr1" QVariant(double, 200)
Do. Jän. 25 15:28:11 2024 1706192891556 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "power_hr_pwr2" QVariant(double, 230)
Do. Jän. 25 15:28:11 2024 1706192891556 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "power_sensor_as_bike" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891556 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "power_sensor_as_treadmill" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891556 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "power_sensor_name" QVariant(QString, "Disabled")
Do. Jän. 25 15:28:11 2024 1706192891556 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "powr_sensor_running_cadence_double" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891556 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "powr_sensor_running_cadence_half_on_strava" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891557 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "profile_name" QVariant(QString, "Dominik")
Do. Jän. 25 15:28:11 2024 1706192891557 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "proform_bike_PFEVEX71316_1" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891557 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "proform_bike_sb" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891557 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "proform_cycle_trainer_400" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891557 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "proform_hybrid_trainer_PFEL03815" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891558 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "proform_hybrid_trainer_xt" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891558 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "proform_studio" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891558 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "proform_tdf_10" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891558 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "proform_tdf_jonseed_watt" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891558 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "proform_tour_de_france_clc" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891559 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "proform_treadmill_1800i" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891559 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "proform_treadmill_8_0" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891559 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "proform_treadmill_9_0" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891559 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "proform_treadmill_cadence_lt" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891559 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "proform_treadmill_se" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891560 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "proform_wheel_ratio" QVariant(double, 0.33)
Do. Jän. 25 15:28:11 2024 1706192891560 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "proformtdf4ip" QVariant(QString, "")
Do. Jän. 25 15:28:11 2024 1706192891560 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "proformtreadmillip" QVariant(QString, "")
Do. Jän. 25 15:28:11 2024 1706192891560 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "pzp_username" QVariant(QString, "username")
Do. Jän. 25 15:28:11 2024 1706192891560 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "reebok_fr30_treadmill" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891560 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "renpho_bike_double_resistance" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891561 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "renpho_peloton_conversion_v2" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891561 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "rolling_resistance" QVariant(double, 0.005)
Do. Jän. 25 15:28:11 2024 1706192891561 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "run_cadence_sensor" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891561 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "schwinn_bike_resistance" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891561 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "schwinn_bike_resistance_v2" QVariant(bool, true)
Do. Jän. 25 15:28:11 2024 1706192891562 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "schwinn_bike_resistance_v3" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891562 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "schwinn_resistance_smooth" QVariant(qlonglong, 0)
Do. Jän. 25 15:28:11 2024 1706192891562 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "service_changed" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891562 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "sex" QVariant(QString, "Male")
Do. Jän. 25 15:28:11 2024 1706192891562 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "snode_bike" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891563 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "sole_elliptical_e55" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891563 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "sole_elliptical_inclination" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891563 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "sole_treadmill_f63" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891563 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "sole_treadmill_f65" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891563 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "sole_treadmill_inclination" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891563 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "sole_treadmill_inclination_fast" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891564 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "sole_treadmill_miles" QVariant(bool, true)
Do. Jän. 25 15:28:11 2024 1706192891564 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "sole_treadmill_tt8" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891564 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "sp_ht_9600ie" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891564 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "speed_gain" QVariant(double, 1)
Do. Jän. 25 15:28:11 2024 1706192891565 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "speed_offset" QVariant(double, 0)
Do. Jän. 25 15:28:11 2024 1706192891565 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "speed_power_based" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891565 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "sportstech_sx600" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891565 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "ss2k_max_resistance" QVariant(double, 100)
Do. Jän. 25 15:28:11 2024 1706192891565 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "ss2k_min_resistance" QVariant(double, 0)
Do. Jän. 25 15:28:11 2024 1706192891566 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "ss2k_peloton" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891566 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "ss2k_resistance_sample_1" QVariant(double, 20)
Do. Jän. 25 15:28:11 2024 1706192891566 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "ss2k_resistance_sample_2" QVariant(double, 30)
Do. Jän. 25 15:28:11 2024 1706192891566 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "ss2k_resistance_sample_3" QVariant(double, 40)
Do. Jän. 25 15:28:11 2024 1706192891566 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "ss2k_resistance_sample_4" QVariant(double, 50)
Do. Jän. 25 15:28:11 2024 1706192891566 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "ss2k_shift_step" QVariant(double, 900)
Do. Jän. 25 15:28:11 2024 1706192891567 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "ss2k_shift_step_sample_1" QVariant(double, 0)
Do. Jän. 25 15:28:11 2024 1706192891567 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "ss2k_shift_step_sample_2" QVariant(double, 0)
Do. Jän. 25 15:28:11 2024 1706192891567 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "ss2k_shift_step_sample_3" QVariant(double, 0)
Do. Jän. 25 15:28:11 2024 1706192891567 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "ss2k_shift_step_sample_4" QVariant(double, 0)
Do. Jän. 25 15:28:11 2024 1706192891567 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "strava_auth_external_webbrowser" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891568 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "strava_suffix" QVariant(QString, "#QZ")
Do. Jän. 25 15:28:11 2024 1706192891568 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "strava_virtual_activity" QVariant(bool, true)
Do. Jän. 25 15:28:11 2024 1706192891568 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "tacx_neo2_peloton" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891568 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "tdf_10_ip" QVariant(QString, "")
Do. Jän. 25 15:28:11 2024 1706192891568 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "technogym_myrun_treadmill_experimental" QVariant(bool, false)
Do. Jän. 25 15:28:11 2024 1706192891569 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "template_inner_QZWS_enabled" QVariant(bool, true)
Do. Jän. 25 15:28:11 2024 1706192891569 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "template_inner_QZWS_folders" QVariant(QStringList, (":/inner_templates//floating", ":/inner_templates//maps2d", ":/inner_templates//chartjs", ":/inner_templates//googlemaps"))
Do. Jän. 25 15:28:11 2024 1706192891569 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "template_inner_QZWS_ips" QVariant(QStringList, ("10.9.96.116", "192.168.1.16"))
Do. Jän. 25 15:28:11 2024 1706192891569 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "template_inner_QZWS_port" QVariant(qlonglong, 51707)
Do. Jän. 25 15:28:11 2024 1706192891569 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "template_inner_QZWS_type" QVariant(QString, "WebServer")
Do. Jän. 25 15:28:11 2024 1706192891570 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "template_inner_ids" QVariant(QStringList, ("inner_QZWS"))
Do. Jän. 25 15:28:11 2024 1706192891570 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "template_user_QZWS_enabled" QVariant(QString, "false")
Do. Jän. 25 15:28:11 2024 1706192891570 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "template_user_QZWS_folders" QVariant(QStringList, (":/templates//debug", ":/templates//example"))
Do. Jän. 25 15:28:11 2024 1706192891570 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "template_user_QZWS_ips" QVariant(QStringList, ("10.9.96.116", "192.168.1.16"))
Do. Jän. 25 15:28:11 2024 1706192891570 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "template_user_QZWS_type" QVariant(QString, "WebServer")
Do. Jän. 25 15:28:11 2024 1706192891571 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "template_user_ids" QVariant(QStringList, ("user_qz", "user_vlc", "user_QZWS"))
Do. Jän. 25 15:28:11 2024 1706192891571 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "template_user_qz_enabled" QVariant(QString, "false")
Do. Jän. 25 15:28:11 2024 1706192891571 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "template_user_qz_type" QVariant(QString, "TcpClient")
Do. Jän. 25 15:28:11 2024 1706192891571 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "template_user_vlc_enabled" QVariant(QString, "false")
Do. Jän. 25 15:28:11 2024 1706192891571 Debug: /Users/cagnulein/qdomyos-zwift/src/main.cpp int main(int, char **) "template_user_vlc_type" QVariant(QString, "TcpClient")
